Id;Station;Lon;Lat;Type Data;Année;M;J;DATA
13427;ES SENIA;-0.625;35.75;SWGDN;2016;10;4;5258.3906
13428;ES SENIA;-0.625;35.75;SWGDN;2016;10;5;3475.8906
13429;ES SENIA;-0.625;35.75;SWGDN;2016;10;6;5098.414
13430;ES SENIA;-0.625;35.75;SWGDN;2016;10;7;4074.2031
13431;ES SENIA;-0.625;35.75;SWGDN;2016;10;8;3622.039
13432;ES SENIA;-0.625;35.75;SWGDN;2016;10;9;4865.91
13433;ES SENIA;-0.625;35.75;SWGDN;2016;10;10;5231.418
13434;ES SENIA;-0.625;35.75;SWGDN;2016;10;11;5323.84
13435;ES SENIA;-0.625;35.75;SWGDN;2016;10;12;4996.5293
13436;ES SENIA;-0.625;35.75;SWGDN;2016;10;13;2410.9492
13437;ES SENIA;-0.625;35.75;SWGDN;2016;10;14;4863.4062
13438;ES SENIA;-0.625;35.75;SWGDN;2016;10;15;4928.2227
13439;ES SENIA;-0.625;35.75;SWGDN;2016;10;16;4867.377
13440;ES SENIA;-0.625;35.75;SWGDN;2016;10;17;4428.785
13441;ES SENIA;-0.625;35.75;SWGDN;2016;10;18;4633.5684
13442;ES SENIA;-0.625;35.75;SWGDN;2016;10;19;2312.4927
13443;ES SENIA;-0.625;35.75;SWGDN;2016;10;20;2004.2822
13444;ES SENIA;-0.625;35.75;SWGDN;2016;10;21;4375.631
13445;ES SENIA;-0.625;35.75;SWGDN;2016;10;22;2336.4175
13446;ES SENIA;-0.625;35.75;SWGDN;2016;10;23;3626.8643
13447;ES SENIA;-0.625;35.75;SWGDN;2016;10;24;3438.773
13448;ES SENIA;-0.625;35.75;SWGDN;2016;10;25;2860.658
13449;ES SENIA;-0.625;35.75;SWGDN;2016;10;26;3133.0713
13450;ES SENIA;-0.625;35.75;SWGDN;2016;10;27;3627.495
13451;ES SENIA;-0.625;35.75;SWGDN;2016;10;28;4472.837
13452;ES SENIA;-0.625;35.75;SWGDN;2016;10;29;4513.9736
13453;ES SENIA;-0.625;35.75;SWGDN;2016;10;30;4480.438
13454;ES SENIA;-0.625;35.75;SWGDN;2016;10;31;4385.6353
13455;ES SENIA;-0.625;35.75;SWGDN;2016;11;1;4269.0127
13456;ES SENIA;-0.625;35.75;SWGDN;2016;11;2;3955.3284
13457;ES SENIA;-0.625;35.75;SWGDN;2016;11;3;3681.1807
13458;ES SENIA;-0.625;35.75;SWGDN;2016;11;4;2344.1902
13459;ES SENIA;-0.625;35.75;SWGDN;2016;11;5;2303.0933
13460;ES SENIA;-0.625;35.75;SWGDN;2016;11;6;3510.5327
13461;ES SENIA;-0.625;35.75;SWGDN;2016;11;7;3003.5876
13462;ES SENIA;-0.625;35.75;SWGDN;2016;11;8;3886.4624
13463;ES SENIA;-0.625;35.75;SWGDN;2016;11;9;3682.2432
13464;ES SENIA;-0.625;35.75;SWGDN;2016;11;10;3052.0493
13465;ES SENIA;-0.625;35.75;SWGDN;2016;11;11;3688.5068
13466;ES SENIA;-0.625;35.75;SWGDN;2016;11;12;3375.816
13467;ES SENIA;-0.625;35.75;SWGDN;2016;11;13;2259.8494
13468;ES SENIA;-0.625;35.75;SWGDN;2016;11;14;3742.831
13469;ES SENIA;-0.625;35.75;SWGDN;2016;11;15;1112.9208
13470;ES SENIA;-0.625;35.75;SWGDN;2016;11;16;1851.6526
13471;ES SENIA;-0.625;35.75;SWGDN;2016;11;17;2985.2756
13472;ES SENIA;-0.625;35.75;SWGDN;2016;11;18;3667.6514
13473;ES SENIA;-0.625;35.75;SWGDN;2016;11;19;3020.3398
13474;ES SENIA;-0.625;35.75;SWGDN;2016;11;20;3464.7656
13475;ES SENIA;-0.625;35.75;SWGDN;2016;11;21;3210.6904
13476;ES SENIA;-0.625;35.75;SWGDN;2016;11;22;3302.7676
13477;ES SENIA;-0.625;35.75;SWGDN;2016;11;23;2260.3062
13478;ES SENIA;-0.625;35.75;SWGDN;2016;11;24;2460.0793
13479;ES SENIA;-0.625;35.75;SWGDN;2016;11;25;3315.7046
13480;ES SENIA;-0.625;35.75;SWGDN;2016;11;26;2463.188
13481;ES SENIA;-0.625;35.75;SWGDN;2016;11;27;2742.4844
13482;ES SENIA;-0.625;35.75;SWGDN;2016;11;28;1059.6543
13483;ES SENIA;-0.625;35.75;SWGDN;2016;11;29;3279.8125
13484;ES SENIA;-0.625;35.75;SWGDN;2016;11;30;1932.3164
13485;ES SENIA;-0.625;35.75;SWGDN;2016;12;1;3149.9336
13486;ES SENIA;-0.625;35.75;SWGDN;2016;12;2;3250.914
13487;ES SENIA;-0.625;35.75;SWGDN;2016;12;3;2957.8008
13488;ES SENIA;-0.625;35.75;SWGDN;2016;12;4;1359.5117
13489;ES SENIA;-0.625;35.75;SWGDN;2016;12;5;1745.8164
13490;ES SENIA;-0.625;35.75;SWGDN;2016;12;6;2569.7812
13491;ES SENIA;-0.625;35.75;SWGDN;2016;12;7;2514.4492
13492;ES SENIA;-0.625;35.75;SWGDN;2016;12;8;2342.7617
13493;ES SENIA;-0.625;35.75;SWGDN;2016;12;9;3063.2266
13494;ES SENIA;-0.625;35.75;SWGDN;2016;12;10;3163.6953
13495;ES SENIA;-0.625;35.75;SWGDN;2016;12;11;3126.4766
13496;ES SENIA;-0.625;35.75;SWGDN;2016;12;12;3124.8594
13497;ES SENIA;-0.625;35.75;SWGDN;2016;12;13;3152.3906
13498;ES SENIA;-0.625;35.75;SWGDN;2016;12;14;3084.5312
13499;ES SENIA;-0.625;35.75;SWGDN;2016;12;15;2520.6797
13500;ES SENIA;-0.625;35.75;SWGDN;2016;12;16;1005.09375
13501;ES SENIA;-0.625;35.75;SWGDN;2016;12;17;2315.7266
13502;ES SENIA;-0.625;35.75;SWGDN;2016;12;18;2767.0078
13503;ES SENIA;-0.625;35.75;SWGDN;2016;12;19;721.25586
13504;ES SENIA;-0.625;35.75;SWGDN;2016;12;20;2279.0352
13505;ES SENIA;-0.625;35.75;SWGDN;2016;12;21;2808.7148
13506;ES SENIA;-0.625;35.75;SWGDN;2016;12;22;2831.4805
13507;ES SENIA;-0.625;35.75;SWGDN;2016;12;23;2508.4531
13508;ES SENIA;-0.625;35.75;SWGDN;2016;12;24;3082.3203
13509;ES SENIA;-0.625;35.75;SWGDN;2016;12;25;3176.6016
13510;ES SENIA;-0.625;35.75;SWGDN;2016;12;26;3199.1719
13511;ES SENIA;-0.625;35.75;SWGDN;2016;12;27;2979.0703
13512;ES SENIA;-0.625;35.75;SWGDN;2016;12;28;2956.1406
13513;ES SENIA;-0.625;35.75;SWGDN;2016;12;29;3231.711
13514;ES SENIA;-0.625;35.75;SWGDN;2016;12;30;3266.0312
13515;ES SENIA;-0.625;35.75;SWGDN;2016;12;31;3079.8594
13516;ES SENIA;-0.625;35.75;SWGDN;2017;1;1;3279.1719
13517;ES SENIA;-0.625;35.75;SWGDN;2017;1;2;2988.7031
13518;ES SENIA;-0.625;35.75;SWGDN;2017;1;3;2743.4062
13519;ES SENIA;-0.625;35.75;SWGDN;2017;1;4;2717.3672
13520;ES SENIA;-0.625;35.75;SWGDN;2017;1;5;3196.711
13521;ES SENIA;-0.625;35.75;SWGDN;2017;1;6;2566.039
13522;ES SENIA;-0.625;35.75;SWGDN;2017;1;7;3419.1406
13523;ES SENIA;-0.625;35.75;SWGDN;2017;1;8;3442.625
13524;ES SENIA;-0.625;35.75;SWGDN;2017;1;9;3065.961
13525;ES SENIA;-0.625;35.75;SWGDN;2017;1;10;1503.3359
13526;ES SENIA;-0.625;35.75;SWGDN;2017;1;11;2648.5312
13527;ES SENIA;-0.625;35.75;SWGDN;2017;1;12;3244.039
13528;ES SENIA;-0.625;35.75;SWGDN;2017;1;13;3334.1875
13529;ES SENIA;-0.625;35.75;SWGDN;2017;1;14;2599.121
13530;ES SENIA;-0.625;35.75;SWGDN;2017;1;15;3529.008
13531;ES SENIA;-0.625;35.75;SWGDN;2017;1;16;3338.8057
13532;ES SENIA;-0.625;35.75;SWGDN;2017;1;17;3421.2988
13533;ES SENIA;-0.625;35.75;SWGDN;2017;1;18;2543.5898
13534;ES SENIA;-0.625;35.75;SWGDN;2017;1;19;2805.0583
13535;ES SENIA;-0.625;35.75;SWGDN;2017;1;20;877.0719
13536;ES SENIA;-0.625;35.75;SWGDN;2017;1;21;740.2505
13537;ES SENIA;-0.625;35.75;SWGDN;2017;1;22;1887.7595
13538;ES SENIA;-0.625;35.75;SWGDN;2017;1;23;2194.2969
13539;ES SENIA;-0.625;35.75;SWGDN;2017;1;24;2668.9585
13540;ES SENIA;-0.625;35.75;SWGDN;2017;1;25;3761.4373
13541;ES SENIA;-0.625;35.75;SWGDN;2017;1;26;2570.9644
13542;ES SENIA;-0.625;35.75;SWGDN;2017;1;27;2825.3022
13543;ES SENIA;-0.625;35.75;SWGDN;2017;1;28;3701.3818
13544;ES SENIA;-0.625;35.75;SWGDN;2017;1;29;3023.9536
13545;ES SENIA;-0.625;35.75;SWGDN;2017;1;30;3941.441
13546;ES SENIA;-0.625;35.75;SWGDN;2017;1;31;3525.1243
13547;ES SENIA;-0.625;35.75;SWGDN;2017;2;1;3880.3977
13548;ES SENIA;-0.625;35.75;SWGDN;2017;2;2;2287.6746
13549;ES SENIA;-0.625;35.75;SWGDN;2017;2;3;3432.6497
13550;ES SENIA;-0.625;35.75;SWGDN;2017;2;4;3886.0557
13551;ES SENIA;-0.625;35.75;SWGDN;2017;2;5;3877.429
13552;ES SENIA;-0.625;35.75;SWGDN;2017;2;6;4185.633
13553;ES SENIA;-0.625;35.75;SWGDN;2017;2;7;4136.668
13554;ES SENIA;-0.625;35.75;SWGDN;2017;2;8;4473.9805
13555;ES SENIA;-0.625;35.75;SWGDN;2017;2;9;4307.4624
13556;ES SENIA;-0.625;35.75;SWGDN;2017;2;10;2818.0117
13557;ES SENIA;-0.625;35.75;SWGDN;2017;2;11;3186.1938
13558;ES SENIA;-0.625;35.75;SWGDN;2017;2;12;3120.725
13559;ES SENIA;-0.625;35.75;SWGDN;2017;2;13;4113.7188
13560;ES SENIA;-0.625;35.75;SWGDN;2017;2;14;4565.1875
13561;ES SENIA;-0.625;35.75;SWGDN;2017;2;15;4283.954
13562;ES SENIA;-0.625;35.75;SWGDN;2017;2;16;4542.8867
13563;ES SENIA;-0.625;35.75;SWGDN;2017;2;17;3774.8584
13564;ES SENIA;-0.625;35.75;SWGDN;2017;2;18;4487.2266
13565;ES SENIA;-0.625;35.75;SWGDN;2017;2;19;1965.8096
13566;ES SENIA;-0.625;35.75;SWGDN;2017;2;20;3714.755
13567;ES SENIA;-0.625;35.75;SWGDN;2017;2;21;3596.628
13568;ES SENIA;-0.625;35.75;SWGDN;2017;2;22;2646.415
13569;ES SENIA;-0.625;35.75;SWGDN;2017;2;23;3751.414
13570;ES SENIA;-0.625;35.75;SWGDN;2017;2;24;4445.1387
13571;ES SENIA;-0.625;35.75;SWGDN;2017;2;25;4374.9766
13572;ES SENIA;-0.625;35.75;SWGDN;2017;2;26;4355.4023
13573;ES SENIA;-0.625;35.75;SWGDN;2017;2;27;5078.121
13574;ES SENIA;-0.625;35.75;SWGDN;2017;2;28;5264.8047
13575;ES SENIA;-0.625;35.75;SWGDN;2017;3;1;5364.1953
13576;ES SENIA;-0.625;35.75;SWGDN;2017;3;2;5374.258
13577;ES SENIA;-0.625;35.75;SWGDN;2017;3;3;5007.047
13578;ES SENIA;-0.625;35.75;SWGDN;2017;3;4;3834.787
13579;ES SENIA;-0.625;35.75;SWGDN;2017;3;5;5006.6406
13580;ES SENIA;-0.625;35.75;SWGDN;2017;3;6;4425.8516
13581;ES SENIA;-0.625;35.75;SWGDN;2017;3;7;5591.2188
13582;ES SENIA;-0.625;35.75;SWGDN;2017;3;8;5731.5938
13583;ES SENIA;-0.625;35.75;SWGDN;2017;3;9;5833.1094
13584;ES SENIA;-0.625;35.75;SWGDN;2017;3;10;5940.8984
13585;ES SENIA;-0.625;35.75;SWGDN;2017;3;11;5928.508
13586;ES SENIA;-0.625;35.75;SWGDN;2017;3;12;4723.8203
13587;ES SENIA;-0.625;35.75;SWGDN;2017;3;13;4779.242
13588;ES SENIA;-0.625;35.75;SWGDN;2017;3;14;2933.7256
13589;ES SENIA;-0.625;35.75;SWGDN;2017;3;15;5617.8125
13590;ES SENIA;-0.625;35.75;SWGDN;2017;3;16;5904.242
13591;ES SENIA;-0.625;35.75;SWGDN;2017;3;17;5670.422
13592;ES SENIA;-0.625;35.75;SWGDN;2017;3;18;6186.9116
13593;ES SENIA;-0.625;35.75;SWGDN;2017;3;19;6177.1494
13594;ES SENIA;-0.625;35.75;SWGDN;2017;3;20;6262.849
13595;ES SENIA;-0.625;35.75;SWGDN;2017;3;21;6171.844
13596;ES SENIA;-0.625;35.75;SWGDN;2017;3;22;6130.0327
13597;ES SENIA;-0.625;35.75;SWGDN;2017;3;23;4409.9736
13598;ES SENIA;-0.625;35.75;SWGDN;2017;3;24;2550.662
13599;ES SENIA;-0.625;35.75;SWGDN;2017;3;25;6759.1743
13600;ES SENIA;-0.625;35.75;SWGDN;2017;3;26;6471.3623
13601;ES SENIA;-0.625;35.75;SWGDN;2017;3;27;6402.269
13602;ES SENIA;-0.625;35.75;SWGDN;2017;3;28;6453.316
13603;ES SENIA;-0.625;35.75;SWGDN;2017;3;29;6823.696
13604;ES SENIA;-0.625;35.75;SWGDN;2017;3;30;6668.8594
13605;ES SENIA;-0.625;35.75;SWGDN;2017;3;31;5795.9844
13606;ES SENIA;-0.625;35.75;SWGDN;2017;4;1;6851.3057
13607;ES SENIA;-0.625;35.75;SWGDN;2017;4;2;7003.0684
13608;ES SENIA;-0.625;35.75;SWGDN;2017;4;3;7124.968
13609;ES SENIA;-0.625;35.75;SWGDN;2017;4;4;6870.9795
13610;ES SENIA;-0.625;35.75;SWGDN;2017;4;5;7095.6274
13611;ES SENIA;-0.625;35.75;SWGDN;2017;4;6;6504.5166
13612;ES SENIA;-0.625;35.75;SWGDN;2017;4;7;6962.899
13613;ES SENIA;-0.625;35.75;SWGDN;2017;4;8;7061.948
13614;ES SENIA;-0.625;35.75;SWGDN;2017;4;9;7209.574
13615;ES SENIA;-0.625;35.75;SWGDN;2017;4;10;7301.412
13616;ES SENIA;-0.625;35.75;SWGDN;2017;4;11;7366.7207
13617;ES SENIA;-0.625;35.75;SWGDN;2017;4;12;7400.085
13618;ES SENIA;-0.625;35.75;SWGDN;2017;4;13;7318.6084
13619;ES SENIA;-0.625;35.75;SWGDN;2017;4;14;6903.093
13620;ES SENIA;-0.625;35.75;SWGDN;2017;4;15;6817.87
13621;ES SENIA;-0.625;35.75;SWGDN;2017;4;16;6518.9824
13622;ES SENIA;-0.625;35.75;SWGDN;2017;4;17;5843.718
13623;ES SENIA;-0.625;35.75;SWGDN;2017;4;18;6331.8584
13624;ES SENIA;-0.625;35.75;SWGDN;2017;4;19;5235.2656
13625;ES SENIA;-0.625;35.75;SWGDN;2017;4;20;5441.1064
13626;ES SENIA;-0.625;35.75;SWGDN;2017;4;21;6810.842
13627;ES SENIA;-0.625;35.75;SWGDN;2017;4;22;4589.6094
13628;ES SENIA;-0.625;35.75;SWGDN;2017;4;23;6087.5
13629;ES SENIA;-0.625;35.75;SWGDN;2017;4;24;6580.965
13630;ES SENIA;-0.625;35.75;SWGDN;2017;4;25;6250.6523
13631;ES SENIA;-0.625;35.75;SWGDN;2017;4;26;6977.6406
13632;ES SENIA;-0.625;35.75;SWGDN;2017;4;27;7333.412
13633;ES SENIA;-0.625;35.75;SWGDN;2017;4;28;5461.8555
13634;ES SENIA;-0.625;35.75;SWGDN;2017;4;29;6542.0234
13635;ES SENIA;-0.625;35.75;SWGDN;2017;4;30;7786.1875
13636;ES SENIA;-0.625;35.75;SWGDN;2017;5;1;6900.0273
13637;ES SENIA;-0.625;35.75;SWGDN;2017;5;2;8046.0156
13638;ES SENIA;-0.625;35.75;SWGDN;2017;5;3;7270.535
13639;ES SENIA;-0.625;35.75;SWGDN;2017;5;4;7442.1523
13640;ES SENIA;-0.625;35.75;SWGDN;2017;5;5;7554.7305
13641;ES SENIA;-0.625;35.75;SWGDN;2017;5;6;8012.703
13642;ES SENIA;-0.625;35.75;SWGDN;2017;5;7;6455.6094
13643;ES SENIA;-0.625;35.75;SWGDN;2017;5;8;8280.68
13644;ES SENIA;-0.625;35.75;SWGDN;2017;5;9;7038.6094
13645;ES SENIA;-0.625;35.75;SWGDN;2017;5;10;6316.5117
13646;ES SENIA;-0.625;35.75;SWGDN;2017;5;11;5426.3438
13647;ES SENIA;-0.625;35.75;SWGDN;2017;5;12;7548.6836
13648;ES SENIA;-0.625;35.75;SWGDN;2017;5;13;8132.8438
13649;ES SENIA;-0.625;35.75;SWGDN;2017;5;14;7142.56
13650;ES SENIA;-0.625;35.75;SWGDN;2017;5;15;8376.48
13651;ES SENIA;-0.625;35.75;SWGDN;2017;5;16;7765.2153
13652;ES SENIA;-0.625;35.75;SWGDN;2017;5;17;7469.5757
13653;ES SENIA;-0.625;35.75;SWGDN;2017;5;18;8159.7754
13654;ES SENIA;-0.625;35.75;SWGDN;2017;5;19;8353.849
13655;ES SENIA;-0.625;35.75;SWGDN;2017;5;20;8454.451
13656;ES SENIA;-0.625;35.75;SWGDN;2017;5;21;5944.0776
13657;ES SENIA;-0.625;35.75;SWGDN;2017;5;22;4299.908
13658;ES SENIA;-0.625;35.75;SWGDN;2017;5;23;5416.772
13659;ES SENIA;-0.625;35.75;SWGDN;2017;5;24;6800.1216
13660;ES SENIA;-0.625;35.75;SWGDN;2017;5;25;6785.8203
13661;ES SENIA;-0.625;35.75;SWGDN;2017;5;26;7876.622
13662;ES SENIA;-0.625;35.75;SWGDN;2017;5;27;7973.7324
13663;ES SENIA;-0.625;35.75;SWGDN;2017;5;28;8080.339
13664;ES SENIA;-0.625;35.75;SWGDN;2017;5;29;7236.1357
13665;ES SENIA;-0.625;35.75;SWGDN;2017;5;30;8161.677
13666;ES SENIA;-0.625;35.75;SWGDN;2017;5;31;6629.0303
13667;ES SENIA;-0.625;35.75;SWGDN;2017;6;1;6475.5464
13668;ES SENIA;-0.625;35.75;SWGDN;2017;6;2;7426.1963
13669;ES SENIA;-0.625;35.75;SWGDN;2017;6;3;3382.768
13670;ES SENIA;-0.625;35.75;SWGDN;2017;6;4;8145.2246
13671;ES SENIA;-0.625;35.75;SWGDN;2017;6;5;8528.22
13672;ES SENIA;-0.625;35.75;SWGDN;2017;6;6;8730.142
13673;ES SENIA;-0.625;35.75;SWGDN;2017;6;7;8699.113
13674;ES SENIA;-0.625;35.75;SWGDN;2017;6;8;7376.49
13675;ES SENIA;-0.625;35.75;SWGDN;2017;6;9;5670.8154
13676;ES SENIA;-0.625;35.75;SWGDN;2017;6;10;6457.0786
13677;ES SENIA;-0.625;35.75;SWGDN;2017;6;11;8403.606
13678;ES SENIA;-0.625;35.75;SWGDN;2017;6;12;5927.643
13679;ES SENIA;-0.625;35.75;SWGDN;2017;6;13;8225.448
13680;ES SENIA;-0.625;35.75;SWGDN;2017;6;14;8334.179
13681;ES SENIA;-0.625;35.75;SWGDN;2017;6;15;8264.797
13682;ES SENIA;-0.625;35.75;SWGDN;2017;6;16;8245.282
13683;ES SENIA;-0.625;35.75;SWGDN;2017;6;17;8361.176
13684;ES SENIA;-0.625;35.75;SWGDN;2017;6;18;7972.7373
13685;ES SENIA;-0.625;35.75;SWGDN;2017;6;19;7630.548
13686;ES SENIA;-0.625;35.75;SWGDN;2017;6;20;8444.389
13687;ES SENIA;-0.625;35.75;SWGDN;2017;6;21;8438.398
13688;ES SENIA;-0.625;35.75;SWGDN;2017;6;22;8451.342
13689;ES SENIA;-0.625;35.75;SWGDN;2017;6;23;8454.238
13690;ES SENIA;-0.625;35.75;SWGDN;2017;6;24;8511.974
13691;ES SENIA;-0.625;35.75;SWGDN;2017;6;25;6273.175
13692;ES SENIA;-0.625;35.75;SWGDN;2017;6;26;6811.8223
13693;ES SENIA;-0.625;35.75;SWGDN;2017;6;27;7069.241
13694;ES SENIA;-0.625;35.75;SWGDN;2017;6;28;8766.546
13695;ES SENIA;-0.625;35.75;SWGDN;2017;6;29;8744.567
13696;ES SENIA;-0.625;35.75;SWGDN;2017;6;30;8773.039
13697;ES SENIA;-0.625;35.75;SWGDN;2017;7;1;8798.696
13698;ES SENIA;-0.625;35.75;SWGDN;2017;7;2;8783.867
13699;ES SENIA;-0.625;35.75;SWGDN;2017;7;3;8707.393
13700;ES SENIA;-0.625;35.75;SWGDN;2017;7;4;8481.534
13701;ES SENIA;-0.625;35.75;SWGDN;2017;7;5;7880.005
13702;ES SENIA;-0.625;35.75;SWGDN;2017;7;6;8161.5625
13703;ES SENIA;-0.625;35.75;SWGDN;2017;7;7;7521.0977
13704;ES SENIA;-0.625;35.75;SWGDN;2017;7;8;8061.1533
13705;ES SENIA;-0.625;35.75;SWGDN;2017;7;9;8443.425
13706;ES SENIA;-0.625;35.75;SWGDN;2017;7;10;8270.335
13707;ES SENIA;-0.625;35.75;SWGDN;2017;7;11;7826.7285
13708;ES SENIA;-0.625;35.75;SWGDN;2017;7;12;8253.677
13709;ES SENIA;-0.625;35.75;SWGDN;2017;7;13;8145.212
13710;ES SENIA;-0.625;35.75;SWGDN;2017;7;14;7817.127
13711;ES SENIA;-0.625;35.75;SWGDN;2017;7;15;8103.0186
13712;ES SENIA;-0.625;35.75;SWGDN;2017;7;16;8091.2676
13713;ES SENIA;-0.625;35.75;SWGDN;2017;7;17;7961.312
13714;ES SENIA;-0.625;35.75;SWGDN;2017;7;18;7251.75
13715;ES SENIA;-0.625;35.75;SWGDN;2017;7;19;7483.2456
13716;ES SENIA;-0.625;35.75;SWGDN;2017;7;20;8095.9663
13717;ES SENIA;-0.625;35.75;SWGDN;2017;7;21;7731.118
13718;ES SENIA;-0.625;35.75;SWGDN;2017;7;22;7459.1577
13719;ES SENIA;-0.625;35.75;SWGDN;2017;7;23;7366.8975
13720;ES SENIA;-0.625;35.75;SWGDN;2017;7;24;8120.6475
13721;ES SENIA;-0.625;35.75;SWGDN;2017;7;25;8164.516
13722;ES SENIA;-0.625;35.75;SWGDN;2017;7;26;7773.2954
13723;ES SENIA;-0.625;35.75;SWGDN;2017;7;27;8155.2144
13724;ES SENIA;-0.625;35.75;SWGDN;2017;7;28;7900.137
13725;ES SENIA;-0.625;35.75;SWGDN;2017;7;29;7902.1265
13726;ES SENIA;-0.625;35.75;SWGDN;2017;7;30;7909.6875
13727;ES SENIA;-0.625;35.75;SWGDN;2017;7;31;6593.211
13728;ES SENIA;-0.625;35.75;SWGDN;2017;8;1;6957.461
13729;ES SENIA;-0.625;35.75;SWGDN;2017;8;2;4685.3027
13730;ES SENIA;-0.625;35.75;SWGDN;2017;8;3;6551.0156
13731;ES SENIA;-0.625;35.75;SWGDN;2017;8;4;7758.5156
13732;ES SENIA;-0.625;35.75;SWGDN;2017;8;5;7832.461
13733;ES SENIA;-0.625;35.75;SWGDN;2017;8;6;7265.047
13734;ES SENIA;-0.625;35.75;SWGDN;2017;8;7;4492
13735;ES SENIA;-0.625;35.75;SWGDN;2017;8;8;7378.285
13736;ES SENIA;-0.625;35.75;SWGDN;2017;8;9;7454.043
13737;ES SENIA;-0.625;35.75;SWGDN;2017;8;10;7357.8594
13738;ES SENIA;-0.625;35.75;SWGDN;2017;8;11;7438.199
13739;ES SENIA;-0.625;35.75;SWGDN;2017;8;12;5876.828
13740;ES SENIA;-0.625;35.75;SWGDN;2017;8;13;7161.668
13741;ES SENIA;-0.625;35.75;SWGDN;2017;8;14;5838.1367
13742;ES SENIA;-0.625;35.75;SWGDN;2017;8;15;6830.875
13743;ES SENIA;-0.625;35.75;SWGDN;2017;8;16;7190.6426
13744;ES SENIA;-0.625;35.75;SWGDN;2017;8;17;7391.3086
13745;ES SENIA;-0.625;35.75;SWGDN;2017;8;18;7419.074
13746;ES SENIA;-0.625;35.75;SWGDN;2017;8;19;7366.1562
13747;ES SENIA;-0.625;35.75;SWGDN;2017;8;20;7218.088
13748;ES SENIA;-0.625;35.75;SWGDN;2017;8;21;7269.5625
13749;ES SENIA;-0.625;35.75;SWGDN;2017;8;22;7436.496
13750;ES SENIA;-0.625;35.75;SWGDN;2017;8;23;7464.717
13751;ES SENIA;-0.625;35.75;SWGDN;2017;8;24;6907.199
13752;ES SENIA;-0.625;35.75;SWGDN;2017;8;25;5101.5293
13753;ES SENIA;-0.625;35.75;SWGDN;2017;8;26;4342.037
13754;ES SENIA;-0.625;35.75;SWGDN;2017;8;27;4693.151
13755;ES SENIA;-0.625;35.75;SWGDN;2017;8;28;1999.7144
13756;ES SENIA;-0.625;35.75;SWGDN;2017;8;29;5665.0117
13757;ES SENIA;-0.625;35.75;SWGDN;2017;8;30;4016.2048
13758;ES SENIA;-0.625;35.75;SWGDN;2017;8;31;6346.003
13759;ES SENIA;-0.625;35.75;SWGDN;2017;9;1;6569.0977
13760;ES SENIA;-0.625;35.75;SWGDN;2017;9;2;6725.983
13761;ES SENIA;-0.625;35.75;SWGDN;2017;9;3;5994.7285
13762;ES SENIA;-0.625;35.75;SWGDN;2017;9;4;6751.3403
13763;ES SENIA;-0.625;35.75;SWGDN;2017;9;5;6770.9805
13764;ES SENIA;-0.625;35.75;SWGDN;2017;9;6;6494.4653
13765;ES SENIA;-0.625;35.75;SWGDN;2017;9;7;6383.029
13766;ES SENIA;-0.625;35.75;SWGDN;2017;9;8;6235.617
13767;ES SENIA;-0.625;35.75;SWGDN;2017;9;9;6167.2627
13768;ES SENIA;-0.625;35.75;SWGDN;2017;9;10;6612.077
13769;ES SENIA;-0.625;35.75;SWGDN;2017;9;11;6744.845
13770;ES SENIA;-0.625;35.75;SWGDN;2017;9;12;6724.492
13771;ES SENIA;-0.625;35.75;SWGDN;2017;9;13;6642.8955
13772;ES SENIA;-0.625;35.75;SWGDN;2017;9;14;6418.8594
13773;ES SENIA;-0.625;35.75;SWGDN;2017;9;15;5299.6123
13774;ES SENIA;-0.625;35.75;SWGDN;2017;9;16;6487.0312
13775;ES SENIA;-0.625;35.75;SWGDN;2017;9;17;6512.168
13776;ES SENIA;-0.625;35.75;SWGDN;2017;9;18;6435.242
13777;ES SENIA;-0.625;35.75;SWGDN;2017;9;19;6165.3403
13778;ES SENIA;-0.625;35.75;SWGDN;2017;9;20;6219.89
13779;ES SENIA;-0.625;35.75;SWGDN;2017;9;21;5673.5146
13780;ES SENIA;-0.625;35.75;SWGDN;2017;9;22;2578.011
13781;ES SENIA;-0.625;35.75;SWGDN;2017;9;23;3635.6582
13782;ES SENIA;-0.625;35.75;SWGDN;2017;9;24;5813.806
13783;ES SENIA;-0.625;35.75;SWGDN;2017;9;25;5936.333
13784;ES SENIA;-0.625;35.75;SWGDN;2017;9;26;5906.961
13785;ES SENIA;-0.625;35.75;SWGDN;2017;9;27;4333.9844
13786;ES SENIA;-0.625;35.75;SWGDN;2017;9;28;3520.4238
13787;ES SENIA;-0.625;35.75;SWGDN;2017;9;29;5233.836
13788;ES SENIA;-0.625;35.75;SWGDN;2017;9;30;5302.1797
13789;ES SENIA;-0.625;35.75;SWGDN;2017;10;1;5039.172
13790;ES SENIA;-0.625;35.75;SWGDN;2017;10;2;5328.7188
13791;ES SENIA;-0.625;35.75;SWGDN;2017;10;3;5499.672
13792;ES SENIA;-0.625;35.75;SWGDN;2017;10;4;5523.5938
13793;ES SENIA;-0.625;35.75;SWGDN;2017;10;5;5455.742
13794;ES SENIA;-0.625;35.75;SWGDN;2017;10;6;5508.289
13795;ES SENIA;-0.625;35.75;SWGDN;2017;10;7;5490.582
13796;ES SENIA;-0.625;35.75;SWGDN;2017;10;8;5439.91
13797;ES SENIA;-0.625;35.75;SWGDN;2017;10;9;5350.617
